,training,target,algs,NB,trainsize,targetsize
370,6,0,"('aes256', 'sha256')",0.4987945556640625,16384,32768
371,6,0,"('aes256', 'sha256')",0.5004653930664062,16384,65536
372,6,0,"('aes256', 'sha256hmac')",0.497344970703125,16384,16384
373,6,0,"('aes256', 'sha256hmac')",0.4961090087890625,16384,32768
374,6,0,"('aes256', 'sha256hmac')",0.498291015625,16384,65536
375,6,0,"('sha256', 'sha256hmac')",0.494140625,16384,16384
376,6,0,"('sha256', 'sha256hmac')",0.494903564453125,16384,32768
377,6,0,"('sha256', 'sha256hmac')",0.49875640869140625,16384,65536
378,7,0,"('tdea', 'aes256')",0.499603271484375,4096,16384
379,7,0,"('tdea', 'aes256')",0.4986724853515625,4096,32768
380,7,0,"('tdea', 'aes256')",0.5007247924804688,4096,65536
381,7,0,"('tdea', 'sha256')",0.49639892578125,4096,16384
382,7,0,"('tdea', 'sha256')",0.497467041015625,4096,32768
383,7,0,"('tdea', 'sha256')",0.501190185546875,4096,65536
384,7,0,"('tdea', 'sha256hmac')",0.50225830078125,4096,16384
385,7,0,"('tdea', 'sha256hmac')",0.5025634765625,4096,32768
386,7,0,"('tdea', 'sha256hmac')",0.5024337768554688,4096,65536
387,7,0,"('aes256', 'sha256')",0.503204345703125,4096,16384
388,7,0,"('aes256', 'sha256')",0.5012054443359375,4096,32768
389,7,0,"('aes256', 'sha256')",0.49953460693359375,4096,65536
390,7,0,"('aes256', 'sha256hmac')",0.502655029296875,4096,16384
391,7,0,"('aes256', 'sha256hmac')",0.5038909912109375,4096,32768
392,7,0,"('aes256', 'sha256hmac')",0.501708984375,4096,65536
393,7,0,"('sha256', 'sha256hmac')",0.494140625,4096,16384
394,7,0,"('sha256', 'sha256hmac')",0.494903564453125,4096,32768
395,7,0,"('sha256', 'sha256hmac')",0.49875640869140625,4096,65536
396,7,0,"('tdea', 'aes256')",0.499603271484375,8192,16384
397,7,0,"('tdea', 'aes256')",0.4986724853515625,8192,32768
398,7,0,"('tdea', 'aes256')",0.5007247924804688,8192,65536
399,7,0,"('tdea', 'sha256')",0.49639892578125,8192,16384
